rep,id,beta_N_pow,fact_beta_T,fact_delta_T,delta_N,c,cI,k,g,mu,P_N,fact_P_T,alpha_VLSG,thresh_Weight,beta_immuno,Group,groupVsnaive
7,304,-8.2865772372401,0,0,1.38814022738254,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
8,304,-8.21086362692302,0,0,1.3529472747404,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
9,304,-8.22137468780819,0,0,1.91754676435621,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
10,304,-8.22882912852283,0,0,1.24155949756688,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
1,305,-8.10289536364212,0,0,1.60735118947856,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
2,305,-8.25279913014044,0,0,1.73638210961981,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
3,305,-8.16440377571963,0,0,1.72099894826991,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
4,305,-8.25523122636813,0,0,1.89404617934686,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
5,305,-8.15273261264038,0,0,2.10981796650713,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
6,305,-8.25122089431963,0,0,2.0079980049305,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
7,305,-8.12560154270169,0,0,1.74091863430925,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
8,305,-8.14947149432103,0,0,2.05096839973345,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
9,305,-8.28199951576257,0,0,1.43673419305747,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
10,305,-8.12446376296014,0,0,1.98459594620459,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
1,306,-8.17880131045171,0,0,1.76120586468201,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
2,306,-8.11869227363707,0,0,1.40517934239972,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
3,306,-8.0869907241436,0,0,1.63018105922389,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
4,306,-8.25757534955931,0,0,1.35680642362981,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
5,306,-8.06248936058913,0,0,1.41089950913453,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
6,306,-8.18033958508688,0,0,1.45639259710833,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
7,306,-8.06165923642691,0,0,1.01692447287903,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
8,306,-8.1131679606448,0,0,1.46001116071163,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
9,306,-8.1054823488082,0,0,1.76987148078859,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
10,306,-8.26479733988178,0,0,1.65238981124024,3,20,3,0,0.001,9852.75449597818,-2.49065724460841,1.39920136867465,4.5,2.58685362902494e-6,Conv-CD40,G_convCD40
