rep,id,betas_N,fact_beta_T,delta_N,fact_delta_T,P_N,fact_P_T,mu,k,c,cI,alpha_VLSG,S0,gamma,rho,Smax,tauS,theta_BAb,alpha_NAb,tauAb,eta,thresh_Weight,Group
8,NHP21,10.0353,0,2.21576,0,15993.2,-0.231585,0.001,3,3,20,1.61821,727.381,1e-05,1.45874,853.153,2.3,7.33524,0.000548382,12,37.0154,4.5,CD40.RBDv - Conv
9,NHP21,10.0353,0,2.64643,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1839.21,1e-05,1.45874,853.153,2.3,5.58793,0.000548382,12,10.9291,4.5,CD40.RBDv - Conv
10,NHP21,10.0353,0,1.66748,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1254.13,1e-05,1.45874,853.153,2.3,4.79213,0.000548382,12,153.502,4.5,CD40.RBDv - Conv
1,NHP22,10.0353,0,1.5493,0,15993.2,-0.231585,0.001,3,3,20,1.61821,437.507,1e-05,1.45874,853.153,2.3,7.03026,0.000548382,12,530.36,4.5,CD40.RBDv - Conv
2,NHP22,10.0353,0,3.7433,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1360.72,1e-05,1.45874,853.153,2.3,5.23237,0.000548382,12,25.0659,4.5,CD40.RBDv - Conv
3,NHP22,10.0353,0,2.58553,0,15993.2,-0.231585,0.001,3,3,20,1.61821,474.199,1e-05,1.45874,853.153,2.3,8.67625,0.000548382,12,147.605,4.5,CD40.RBDv - Conv
4,NHP22,10.0353,0,0.868096,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1100.11,1e-05,1.45874,853.153,2.3,6.04565,0.000548382,12,781.199,4.5,CD40.RBDv - Conv
5,NHP22,10.0353,0,1.52055,0,15993.2,-0.231585,0.001,3,3,20,1.61821,884.413,1e-05,1.45874,853.153,2.3,6.23216,0.000548382,12,74.8963,4.5,CD40.RBDv - Conv
6,NHP22,10.0353,0,2.65858,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1062.18,1e-05,1.45874,853.153,2.3,6.77581,0.000548382,12,27.1719,4.5,CD40.RBDv - Conv
7,NHP22,10.0353,0,4.51147,0,15993.2,-0.231585,0.001,3,3,20,1.61821,975.613,1e-05,1.45874,853.153,2.3,4.86818,0.000548382,12,53.4265,4.5,CD40.RBDv - Conv
8,NHP22,10.0353,0,1.43049,0,15993.2,-0.231585,0.001,3,3,20,1.61821,789.822,1e-05,1.45874,853.153,2.3,5.02808,0.000548382,12,160.038,4.5,CD40.RBDv - Conv
9,NHP22,10.0353,0,1.4734,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1217.23,1e-05,1.45874,853.153,2.3,5.0577,0.000548382,12,162.432,4.5,CD40.RBDv - Conv
10,NHP22,10.0353,0,2.69133,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1223.43,1e-05,1.45874,853.153,2.3,4.8216,0.000548382,12,32.8215,4.5,CD40.RBDv - Conv
1,NHP23,10.0353,0,1.39073,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4766.76,1e-05,1.45874,853.153,2.3,8.40188,0.000548382,12,10.1957,4.5,mRNA - Conv
2,NHP23,10.0353,0,0.957157,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4792.48,1e-05,1.45874,853.153,2.3,12.6407,0.000548382,12,15.9189,4.5,mRNA - Conv
3,NHP23,10.0353,0,2.07681,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6015.47,1e-05,1.45874,853.153,2.3,5.34063,0.000548382,12,15.551,4.5,mRNA - Conv
4,NHP23,10.0353,0,0.996577,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5031.74,1e-05,1.45874,853.153,2.3,8.54894,0.000548382,12,56.5319,4.5,mRNA - Conv
5,NHP23,10.0353,0,0.734814,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4109.63,1e-05,1.45874,853.153,2.3,9.87631,0.000548382,12,179.18,4.5,mRNA - Conv
6,NHP23,10.0353,0,0.848697,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5044.87,1e-05,1.45874,853.153,2.3,5.41004,0.000548382,12,295.389,4.5,mRNA - Conv
7,NHP23,10.0353,0,1.61721,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6447.97,1e-05,1.45874,853.153,2.3,4.3058,0.000548382,12,59.2802,4.5,mRNA - Conv
8,NHP23,10.0353,0,0.738492,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3590.02,1e-05,1.45874,853.153,2.3,6.95125,0.000548382,12,117.335,4.5,mRNA - Conv
9,NHP23,10.0353,0,0.811823,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5885.15,1e-05,1.45874,853.153,2.3,4.7589,0.000548382,12,79.8687,4.5,mRNA - Conv
10,NHP23,10.0353,0,1.08928,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5970.12,1e-05,1.45874,853.153,2.3,4.95871,0.000548382,12,21.8684,4.5,mRNA - Conv
1,NHP24,10.0353,0,1.98056,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.4444,1e-05,1.45874,853.153,2.3,21.8679,0.000548382,12,1.57618,4.5,CD40.RBDv - Naive
2,NHP24,10.0353,0,2.50708,0,15993.2,-0.231585,0.001,3,3,20,1.61821,7.8029,1e-05,1.45874,853.153,2.3,17.1117,0.000548382,12,1.75403,4.5,CD40.RBDv - Naive
3,NHP24,10.0353,0,1.71432,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5.52923,1e-05,1.45874,853.153,2.3,26.5176,0.000548382,12,2.78658,4.5,CD40.RBDv - Naive
4,NHP24,10.0353,0,1.19688,0,15993.2,-0.231585,0.001,3,3,20,1.61821,16.1214,1e-05,1.45874,853.153,2.3,16.8917,0.000548382,12,3.68922,4.5,CD40.RBDv - Naive
5,NHP24,10.0353,0,2.50428,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.368,1e-05,1.45874,853.153,2.3,21.3805,0.000548382,12,1.86502,4.5,CD40.RBDv - Naive
6,NHP24,10.0353,0,2.79667,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.65921,1e-05,1.45874,853.153,2.3,26.772,0.000548382,12,1.53578,4.5,CD40.RBDv - Naive
7,NHP24,10.0353,0,2.18452,0,15993.2,-0.231585,0.001,3,3,20,1.61821,9.17112,1e-05,1.45874,853.153,2.3,30.9572,0.000548382,12,1.11659,4.5,CD40.RBDv - Naive
8,NHP24,10.0353,0,3.1832,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.05383,1e-05,1.45874,853.153,2.3,23.5679,0.000548382,12,0.958364,4.5,CD40.RBDv - Naive
9,NHP24,10.0353,0,1.62931,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.99884,1e-05,1.45874,853.153,2.3,27.7382,0.000548382,12,2.29308,4.5,CD40.RBDv - Naive
10,NHP24,10.0353,0,2.88684,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.60306,1e-05,1.45874,853.153,2.3,19.3882,0.000548382,12,1.11182,4.5,CD40.RBDv - Naive
1,NHP25,10.0353,0,1.50787,0,15993.2,-0.231585,0.001,3,3,20,1.61821,9.30014,1e-05,1.45874,853.153,2.3,12.7866,0.000548382,12,0.239662,4.5,CD40.RBDv - Naive
2,NHP25,10.0353,0,1.07412,0,15993.2,-0.231585,0.001,3,3,20,1.61821,9.16362,1e-05,1.45874,853.153,2.3,20.4491,0.000548382,12,0.157333,4.5,CD40.RBDv - Naive
3,NHP25,10.0353,0,1.39783,0,15993.2,-0.231585,0.001,3,3,20,1.61821,11.2404,1e-05,1.45874,853.153,2.3,13.7771,0.000548382,12,0.0233686,4.5,CD40.RBDv - Naive
4,NHP25,10.0353,0,1.6,0,15993.2,-0.231585,0.001,3,3,20,1.61821,11.2671,1e-05,1.45874,853.153,2.3,12.6068,0.000548382,12,0.028859,4.5,CD40.RBDv - Naive
5,NHP25,10.0353,0,1.5875,0,15993.2,-0.231585,0.001,3,3,20,1.61821,15.6975,1e-05,1.45874,853.153,2.3,17.5076,0.000548382,12,0.0366021,4.5,CD40.RBDv - Naive
6,NHP25,10.0353,0,1.06822,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.1289,1e-05,1.45874,853.153,2.3,17.8951,0.000548382,12,0.0494666,4.5,CD40.RBDv - Naive
7,NHP25,10.0353,0,1.27151,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.16436,1e-05,1.45874,853.153,2.3,19.051,0.000548382,12,0.0355915,4.5,CD40.RBDv - Naive
8,NHP25,10.0353,0,1.37058,0,15993.2,-0.231585,0.001,3,3,20,1.61821,16.1077,1e-05,1.45874,853.153,2.3,9.17419,0.000548382,12,0.0124344,4.5,CD40.RBDv - Naive
9,NHP25,10.0353,0,1.54905,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.84016,1e-05,1.45874,853.153,2.3,10.8271,0.000548382,12,0.326044,4.5,CD40.RBDv - Naive
10,NHP25,10.0353,0,1.33412,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.2981,1e-05,1.45874,853.153,2.3,11.4523,0.000548382,12,0.149677,4.5,CD40.RBDv - Naive
1,NHP26,10.0353,0,4.72557,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.03243,1e-05,1.45874,853.153,2.3,34.0356,0.000548382,12,2.26489,4.5,Conv
2,NHP26,10.0353,0,5.50733,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.449207,1e-05,1.45874,853.153,2.3,71.371,0.000548382,12,0.707452,4.5,Conv
3,NHP26,10.0353,0,5.6931,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.21138,1e-05,1.45874,853.153,2.3,24.9847,0.000548382,12,1.36373,4.5,Conv
4,NHP26,10.0353,0,6.52001,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.602906,1e-05,1.45874,853.153,2.3,45.3731,0.000548382,12,1.03063,4.5,Conv
5,NHP26,10.0353,0,5.69585,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.910752,1e-05,1.45874,853.153,2.3,56.7268,0.000548382,12,1.21231,4.5,Conv
6,NHP26,10.0353,0,7.34675,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.69664,1e-05,1.45874,853.153,2.3,35.0045,0.000548382,12,0.415361,4.5,Conv
7,NHP26,10.0353,0,6.73794,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.03105,1e-05,1.45874,853.153,2.3,54.4772,0.000548382,12,0.143471,4.5,Conv
8,NHP26,10.0353,0,5.67461,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.426084,1e-05,1.45874,853.153,2.3,77.6009,0.000548382,12,1.41175,4.5,Conv
9,NHP26,10.0353,0,6.18899,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.729867,1e-05,1.45874,853.153,2.3,36.8922,0.000548382,12,0.471679,4.5,Conv
10,NHP26,10.0353,0,4.91205,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.773111,1e-05,1.45874,853.153,2.3,45.1248,0.000548382,12,0.981392,4.5,Conv
1,NHP27,10.0353,0,1.70371,0,15993.2,-0.231585,0.001,3,3,20,1.61821,814.039,1e-05,1.45874,853.153,2.3,4.33623,0.000548382,12,126.157,4.5,CD40.PanCoV - Conv
2,NHP27,10.0353,0,1.48015,0,15993.2,-0.231585,0.001,3,3,20,1.61821,831.511,1e-05,1.45874,853.153,2.3,4.24096,0.000548382,12,248.021,4.5,CD40.PanCoV - Conv
3,NHP27,10.0353,0,1.30667,0,15993.2,-0.231585,0.001,3,3,20,1.61821,786.792,1e-05,1.45874,853.153,2.3,5.74644,0.000548382,12,988.751,4.5,CD40.PanCoV - Conv
4,NHP27,10.0353,0,1.49345,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1025.78,1e-05,1.45874,853.153,2.3,6.04287,0.000548382,12,14.1892,4.5,CD40.PanCoV - Conv
5,NHP27,10.0353,0,0.954283,0,15993.2,-0.231585,0.001,3,3,20,1.61821,842.669,1e-05,1.45874,853.153,2.3,4.39608,0.000548382,12,340.514,4.5,CD40.PanCoV - Conv
6,NHP27,10.0353,0,3.90778,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1142.68,1e-05,1.45874,853.153,2.3,4.60877,0.000548382,12,114.207,4.5,CD40.PanCoV - Conv
7,NHP27,10.0353,0,0.624548,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1614.73,1e-05,1.45874,853.153,2.3,4.24843,0.000548382,12,709.848,4.5,CD40.PanCoV - Conv
8,NHP27,10.0353,0,1.55509,0,15993.2,-0.231585,0.001,3,3,20,1.61821,876.226,1e-05,1.45874,853.153,2.3,7.90169,0.000548382,12,29.2994,4.5,CD40.PanCoV - Conv
9,NHP27,10.0353,0,0.717699,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1067.02,1e-05,1.45874,853.153,2.3,3.61628,0.000548382,12,454.553,4.5,CD40.PanCoV - Conv
10,NHP27,10.0353,0,1.11909,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3557.03,1e-05,1.45874,853.153,2.3,2.29516,0.000548382,12,40.0719,4.5,CD40.PanCoV - Conv
1,NHP28,10.0353,0,2.86411,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5.33592,1e-05,1.45874,853.153,2.3,14.2405,0.000548382,12,0.176142,4.5,CD40.RBDv - Naive
2,NHP28,10.0353,0,2.75775,0,15993.2,-0.231585,0.001,3,3,20,1.61821,14.376,1e-05,1.45874,853.153,2.3,8.30999,0.000548382,12,0.425755,4.5,CD40.RBDv - Naive
3,NHP28,10.0353,0,1.54743,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.71486,1e-05,1.45874,853.153,2.3,15.026,0.000548382,12,0.646485,4.5,CD40.RBDv - Naive
4,NHP28,10.0353,0,2.88205,0,15993.2,-0.231585,0.001,3,3,20,1.61821,10.8353,1e-05,1.45874,853.153,2.3,9.31087,0.000548382,12,0.502747,4.5,CD40.RBDv - Naive
5,NHP28,10.0353,0,2.07445,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.73455,1e-05,1.45874,853.153,2.3,12.7859,0.000548382,12,0.876495,4.5,CD40.RBDv - Naive
6,NHP28,10.0353,0,3.10247,0,15993.2,-0.231585,0.001,3,3,20,1.61821,17.3171,1e-05,1.45874,853.153,2.3,8.27239,0.000548382,12,0.291033,4.5,CD40.RBDv - Naive
7,NHP28,10.0353,0,2.46767,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3.19951,1e-05,1.45874,853.153,2.3,21.5802,0.000548382,12,0.716673,4.5,CD40.RBDv - Naive
8,NHP28,10.0353,0,2.32043,0,15993.2,-0.231585,0.001,3,3,20,1.61821,14.5308,1e-05,1.45874,853.153,2.3,10.2872,0.000548382,12,1.1326,4.5,CD40.RBDv - Naive
9,NHP28,10.0353,0,2.49263,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.6835,1e-05,1.45874,853.153,2.3,11.6446,0.000548382,12,0.329795,4.5,CD40.RBDv - Naive
10,NHP28,10.0353,0,2.74493,0,15993.2,-0.231585,0.001,3,3,20,1.61821,12.8238,1e-05,1.45874,853.153,2.3,7.76649,0.000548382,12,0.29376,4.5,CD40.RBDv - Naive
1,NHP29,10.0353,0,0.747387,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3415.11,1e-05,1.45874,853.153,2.3,5.14248,0.000548382,12,250.409,4.5,mRNA - Conv
2,NHP29,10.0353,0,0.487476,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2721.87,1e-05,1.45874,853.153,2.3,4.02183,0.000548382,12,96.0989,4.5,mRNA - Conv
3,NHP29,10.0353,0,0.434778,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4691.71,1e-05,1.45874,853.153,2.3,3.29796,0.000548382,12,158.949,4.5,mRNA - Conv
4,NHP29,10.0353,0,0.729495,0,15993.2,-0.231585,0.001,3,3,20,1.61821,4476.39,1e-05,1.45874,853.153,2.3,3.43268,0.000548382,12,81.7473,4.5,mRNA - Conv
5,NHP29,10.0353,0,0.564266,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2701.19,1e-05,1.45874,853.153,2.3,5.99883,0.000548382,12,54.1293,4.5,mRNA - Conv
6,NHP29,10.0353,0,0.676313,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2473.89,1e-05,1.45874,853.153,2.3,5.04591,0.000548382,12,55.0125,4.5,mRNA - Conv
7,NHP29,10.0353,0,0.546489,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2165.26,1e-05,1.45874,853.153,2.3,5.02361,0.000548382,12,540.851,4.5,mRNA - Conv
8,NHP29,10.0353,0,0.613315,0,15993.2,-0.231585,0.001,3,3,20,1.61821,5065.77,1e-05,1.45874,853.153,2.3,3.64606,0.000548382,12,528.547,4.5,mRNA - Conv
9,NHP29,10.0353,0,0.9535,0,15993.2,-0.231585,0.001,3,3,20,1.61821,3133.37,1e-05,1.45874,853.153,2.3,5.0391,0.000548382,12,43.7273,4.5,mRNA - Conv
10,NHP29,10.0353,0,1.16323,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6810.78,1e-05,1.45874,853.153,2.3,2.19067,0.000548382,12,817.541,4.5,mRNA - Conv
1,NHP3,10.0353,0,1.63391,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.06587,1e-05,1.45874,853.153,2.3,6.21419,0.000548382,12,2.98727,4.5,Naive
2,NHP3,10.0353,0,1.32722,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2.06775,1e-05,1.45874,853.153,2.3,4.06027,0.000548382,12,1.2942,4.5,Naive
3,NHP3,10.0353,0,1.36749,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.15948,1e-05,1.45874,853.153,2.3,5.36919,0.000548382,12,4.956,4.5,Naive
4,NHP3,10.0353,0,1.34557,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.12359,1e-05,1.45874,853.153,2.3,6.58162,0.000548382,12,1.77157,4.5,Naive
5,NHP3,10.0353,0,1.56961,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.86367,1e-05,1.45874,853.153,2.3,4.95151,0.000548382,12,2.28539,4.5,Naive
6,NHP3,10.0353,0,1.31902,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.16084,1e-05,1.45874,853.153,2.3,5.29349,0.000548382,12,1.31038,4.5,Naive
7,NHP3,10.0353,0,1.87785,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.71358,1e-05,1.45874,853.153,2.3,4.9971,0.000548382,12,0.607883,4.5,Naive
8,NHP3,10.0353,0,1.28223,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.97128,1e-05,1.45874,853.153,2.3,3.96856,0.000548382,12,0.074732,4.5,Naive
9,NHP3,10.0353,0,1.1929,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.64353,1e-05,1.45874,853.153,2.3,2.81476,0.000548382,12,5.00918,4.5,Naive
10,NHP3,10.0353,0,1.16535,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.00095,1e-05,1.45874,853.153,2.3,2.36492,0.000548382,12,8.13211,4.5,Naive
1,NHP30,10.0353,0,2.93365,0,15993.2,-0.231585,0.001,3,3,20,1.61821,560.855,1e-05,1.45874,853.153,2.3,3.38925,0.000548382,12,8.50707,4.5,CD40.PanCoV - Conv
2,NHP30,10.0353,0,1.34947,0,15993.2,-0.231585,0.001,3,3,20,1.61821,573.263,1e-05,1.45874,853.153,2.3,2.21101,0.000548382,12,23.3881,4.5,CD40.PanCoV - Conv
3,NHP30,10.0353,0,1.71522,0,15993.2,-0.231585,0.001,3,3,20,1.61821,621.157,1e-05,1.45874,853.153,2.3,3.45079,0.000548382,12,23.1059,4.5,CD40.PanCoV - Conv
4,NHP30,10.0353,0,1.78857,0,15993.2,-0.231585,0.001,3,3,20,1.61821,394.103,1e-05,1.45874,853.153,2.3,3.8181,0.000548382,12,58.9477,4.5,CD40.PanCoV - Conv
5,NHP30,10.0353,0,2.4145,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1205.23,1e-05,1.45874,853.153,2.3,1.24745,0.000548382,12,8.5401,4.5,CD40.PanCoV - Conv
6,NHP30,10.0353,0,1.65624,0,15993.2,-0.231585,0.001,3,3,20,1.61821,942.876,1e-05,1.45874,853.153,2.3,2.62632,0.000548382,12,9.89136,4.5,CD40.PanCoV - Conv
7,NHP30,10.0353,0,1.7212,0,15993.2,-0.231585,0.001,3,3,20,1.61821,629.744,1e-05,1.45874,853.153,2.3,3.62813,0.000548382,12,15.3469,4.5,CD40.PanCoV - Conv
8,NHP30,10.0353,0,1.63134,0,15993.2,-0.231585,0.001,3,3,20,1.61821,747.597,1e-05,1.45874,853.153,2.3,2.32364,0.000548382,12,18.0014,4.5,CD40.PanCoV - Conv
9,NHP30,10.0353,0,2.63116,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1189.47,1e-05,1.45874,853.153,2.3,2.4269,0.000548382,12,5.65723,4.5,CD40.PanCoV - Conv
10,NHP30,10.0353,0,2.9039,0,15993.2,-0.231585,0.001,3,3,20,1.61821,661.344,1e-05,1.45874,853.153,2.3,3.40272,0.000548382,12,3.69807,4.5,CD40.PanCoV - Conv
1,NHP31,10.0353,0,3.21443,0,15993.2,-0.231585,0.001,3,3,20,1.61821,23.0437,1e-05,1.45874,853.153,2.3,18.6858,0.000548382,12,0.364568,4.5,CD40.RBDv - Naive
2,NHP31,10.0353,0,2.51984,0,15993.2,-0.231585,0.001,3,3,20,1.61821,19.7253,1e-05,1.45874,853.153,2.3,8.40644,0.000548382,12,1.96859,4.5,CD40.RBDv - Naive
3,NHP31,10.0353,0,1.95203,0,15993.2,-0.231585,0.001,3,3,20,1.61821,15.7715,1e-05,1.45874,853.153,2.3,10.9168,0.000548382,12,1.93249,4.5,CD40.RBDv - Naive
4,NHP31,10.0353,0,1.90977,0,15993.2,-0.231585,0.001,3,3,20,1.61821,13.9262,1e-05,1.45874,853.153,2.3,10.5498,0.000548382,12,2.79373,4.5,CD40.RBDv - Naive
5,NHP31,10.0353,0,1.24525,0,15993.2,-0.231585,0.001,3,3,20,1.61821,9.04403,1e-05,1.45874,853.153,2.3,19.5518,0.000548382,12,2.62234,4.5,CD40.RBDv - Naive
6,NHP31,10.0353,0,1.89814,0,15993.2,-0.231585,0.001,3,3,20,1.61821,6.56954,1e-05,1.45874,853.153,2.3,16.5712,0.000548382,12,2.89908,4.5,CD40.RBDv - Naive
7,NHP31,10.0353,0,1.63162,0,15993.2,-0.231585,0.001,3,3,20,1.61821,8.64495,1e-05,1.45874,853.153,2.3,18.5062,0.000548382,12,3.57772,4.5,CD40.RBDv - Naive
8,NHP31,10.0353,0,2.44506,0,15993.2,-0.231585,0.001,3,3,20,1.61821,16.8781,1e-05,1.45874,853.153,2.3,15.3723,0.000548382,12,0.944931,4.5,CD40.RBDv - Naive
9,NHP31,10.0353,0,3.8922,0,15993.2,-0.231585,0.001,3,3,20,1.61821,16.0123,1e-05,1.45874,853.153,2.3,13.6401,0.000548382,12,0.396594,4.5,CD40.RBDv - Naive
10,NHP31,10.0353,0,1.95152,0,15993.2,-0.231585,0.001,3,3,20,1.61821,25.4221,1e-05,1.45874,853.153,2.3,12.0639,0.000548382,12,1.21798,4.5,CD40.RBDv - Naive
1,NHP32,10.0353,0,1.18951,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1814.8,1e-05,1.45874,853.153,2.3,2.6701,0.000548382,12,108.542,4.5,mRNA - Conv
2,NHP32,10.0353,0,1.56578,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2769.96,1e-05,1.45874,853.153,2.3,1.91249,0.000548382,12,160.552,4.5,mRNA - Conv
3,NHP32,10.0353,0,1.05944,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1709.31,1e-05,1.45874,853.153,2.3,2.76303,0.000548382,12,344.927,4.5,mRNA - Conv
4,NHP32,10.0353,0,1.5728,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1288.26,1e-05,1.45874,853.153,2.3,3.24768,0.000548382,12,76.9558,4.5,mRNA - Conv
5,NHP32,10.0353,0,0.775724,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2107.39,1e-05,1.45874,853.153,2.3,1.82852,0.000548382,12,126.293,4.5,mRNA - Conv
6,NHP32,10.0353,0,1.87528,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1056.83,1e-05,1.45874,853.153,2.3,3.16511,0.000548382,12,376.381,4.5,mRNA - Conv
7,NHP32,10.0353,0,0.893563,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2078.72,1e-05,1.45874,853.153,2.3,2.43378,0.000548382,12,202.974,4.5,mRNA - Conv
8,NHP32,10.0353,0,0.767814,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1827.07,1e-05,1.45874,853.153,2.3,2.73176,0.000548382,12,418.655,4.5,mRNA - Conv
9,NHP32,10.0353,0,1.11421,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2569.48,1e-05,1.45874,853.153,2.3,3.36933,0.000548382,12,280.904,4.5,mRNA - Conv
10,NHP32,10.0353,0,0.942491,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1994.79,1e-05,1.45874,853.153,2.3,2.85382,0.000548382,12,327.131,4.5,mRNA - Conv
1,NHP33,10.0353,0,6.31319,0,15993.2,-0.231585,0.001,3,3,20,1.61821,0.903248,1e-05,1.45874,853.153,2.3,34.6996,0.000548382,12,0.499113,4.5,Conv
2,NHP33,10.0353,0,4.85386,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.30401,1e-05,1.45874,853.153,2.3,24.4124,0.000548382,12,2.36664,4.5,Conv
3,NHP33,10.0353,0,5.02082,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.59998,1e-05,1.45874,853.153,2.3,20.4714,0.000548382,12,2.84241,4.5,Conv
4,NHP33,10.0353,0,7.65871,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.66807,1e-05,1.45874,853.153,2.3,27.3107,0.000548382,12,0.254691,4.5,Conv
5,NHP33,10.0353,0,6.69648,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.16488,1e-05,1.45874,853.153,2.3,30.3354,0.000548382,12,0.906216,4.5,Conv
6,NHP33,10.0353,0,3.48556,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.36539,1e-05,1.45874,853.153,2.3,17.2635,0.000548382,12,5.18733,4.5,Conv
7,NHP33,10.0353,0,2.90658,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.80942,1e-05,1.45874,853.153,2.3,27.4813,0.000548382,12,4.67486,4.5,Conv
8,NHP33,10.0353,0,4.80315,0,15993.2,-0.231585,0.001,3,3,20,1.61821,2.06363,1e-05,1.45874,853.153,2.3,21.4885,0.000548382,12,0.366889,4.5,Conv
9,NHP33,10.0353,0,6.15538,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.27358,1e-05,1.45874,853.153,2.3,22.1452,0.000548382,12,0.641384,4.5,Conv
10,NHP33,10.0353,0,4.72681,0,15993.2,-0.231585,0.001,3,3,20,1.61821,1.47011,1e-05,1.45874,853.153,2.3,17.4914,0.000548382,12,2.44692,4.5,Conv
1,NHP34,10.0353,0,2.68371,0,15993.2,-0.231585,0.001,3,3,20,1.61821,186.044,1e-05,1.45874,853.153,2.3,3.27258,0.000548382,12,0.590772,4.5,CD40.RBDv - Conv
2,NHP34,10.0353,0,1.58138,0,15993.2,-0.231585,0.001,3,3,20,1.61821,444.086,1e-05,1.45874,853.153,2.3,3.23006,0.000548382,12,0.704369,4.5,CD40.RBDv - Conv
3,NHP34,10.0353,0,1.08384,0,15993.2,-0.231585,0.001,3,3,20,1.61821,759.7,1e-05,1.45874,853.153,2.3,2.73376,0.000548382,12,1.09881,4.5,CD40.RBDv - Conv
