rep,id,eta_betas_N,eta_fact_beta_T,eta_delta_N,eta_fact_delta_T,eta_P_N,eta_fact_P_T,eta_mu,eta_k,eta_c,eta_cI,eta_alpha_VLSG,eta_S0,eta_gamma,eta_rho,eta_Smax,eta_tauS,eta_theta_BAb,eta_alpha_NAb,eta_tauAb,eta_eta,eta_thresh_Weight,Group
8,NHP26,0,0,0.315017,0,0,0,0,0,0,0,0,-0.853119,0,0,0,0,0.955895,0,0,0.556228,0,Conv
9,NHP26,0,0,0.401788,0,0,0,0,0,0,0,0,-0.314894,0,0,0,0,0.212315,0,0,-0.54006,0,Conv
10,NHP26,0,0,0.170707,0,0,0,0,0,0,0,0,-0.257333,0,0,0,0,0.413746,0,0,0.192613,0,Conv
1,NHP27,0,0,0.092372,0,0,0,0,0,0,0,0,-0.48397,0,0,0,0,-0.0487294,0,0,0.129022,0,CD40.PanCoV - Conv
2,NHP27,0,0,-0.0482918,0,0,0,0,0,0,0,0,-0.462734,0,0,0,0,-0.0709448,0,0,0.80501,0,CD40.PanCoV - Conv
3,NHP27,0,0,-0.172952,0,0,0,0,0,0,0,0,-0.518013,0,0,0,0,0.232845,0,0,2.18794,0,CD40.PanCoV - Conv
4,NHP27,0,0,-0.0393474,0,0,0,0,0,0,0,0,-0.252773,0,0,0,0,0.283143,0,0,-2.05602,0,CD40.PanCoV - Conv
5,NHP27,0,0,-0.487232,0,0,0,0,0,0,0,0,-0.449404,0,0,0,0,-0.0350229,0,0,1.12195,0,CD40.PanCoV - Conv
6,NHP27,0,0,0.922533,0,0,0,0,0,0,0,0,-0.144845,0,0,0,0,0.0122249,0,0,0.02951,0,CD40.PanCoV - Conv
7,NHP27,0,0,-0.911164,0,0,0,0,0,0,0,0,0.200946,0,0,0,0,-0.0691858,0,0,1.85655,0,CD40.PanCoV - Conv
8,NHP27,0,0,0.00109519,0,0,0,0,0,0,0,0,-0.410354,0,0,0,0,0.551342,0,0,-1.33094,0,CD40.PanCoV - Conv
9,NHP27,0,0,-0.772143,0,0,0,0,0,0,0,0,-0.21335,0,0,0,0,-0.230288,0,0,1.41081,0,CD40.PanCoV - Conv
10,NHP27,0,0,-0.327925,0,0,0,0,0,0,0,0,0.990704,0,0,0,0,-0.684933,0,0,-1.01783,0,CD40.PanCoV - Conv
1,NHP28,0,0,0.61182,0,0,0,0,0,0,0,0,-0.74141,0,0,0,0,-0.145919,0,0,-1.52507,0,CD40.RBDv - Naive
2,NHP28,0,0,0.573979,0,0,0,0,0,0,0,0,0.249692,0,0,0,0,-0.68455,0,0,-0.642496,0,CD40.RBDv - Naive
3,NHP28,0,0,-0.00384318,0,0,0,0,0,0,0,0,-0.511549,0,0,0,0,-0.0922244,0,0,-0.224808,0,CD40.RBDv - Naive
4,NHP28,0,0,0.618066,0,0,0,0,0,0,0,0,-0.0330645,0,0,0,0,-0.570826,0,0,-0.476273,0,CD40.RBDv - Naive
5,NHP28,0,0,0.289259,0,0,0,0,0,0,0,0,-0.248585,0,0,0,0,-0.253664,0,0,0.0795719,0,CD40.RBDv - Naive
6,NHP28,0,0,0.69176,0,0,0,0,0,0,0,0,0.435821,0,0,0,0,-0.689084,0,0,-1.02292,0,CD40.RBDv - Naive
7,NHP28,0,0,0.462839,0,0,0,0,0,0,0,0,-1.25287,0,0,0,0,0.26977,0,0,-0.12174,0,CD40.RBDv - Naive
8,NHP28,0,0,0.401316,0,0,0,0,0,0,0,0,0.260398,0,0,0,0,-0.47111,0,0,0.335916,0,CD40.RBDv - Naive
9,NHP28,0,0,0.472902,0,0,0,0,0,0,0,0,0.124434,0,0,0,0,-0.347168,0,0,-0.897886,0,CD40.RBDv - Naive
10,NHP28,0,0,0.569317,0,0,0,0,0,0,0,0,0.13543,0,0,0,0,-0.75219,0,0,-1.0136,0,CD40.RBDv - Naive
1,NHP29,0,0,-0.731609,0,0,0,0,0,0,0,0,0.290258,0,0,0,0,0.1218,0,0,0.186698,0,mRNA - Conv
2,NHP29,0,0,-1.15895,0,0,0,0,0,0,0,0,0.0633695,0,0,0,0,-0.123997,0,0,-0.771019,0,mRNA - Conv
3,NHP29,0,0,-1.27336,0,0,0,0,0,0,0,0,0.607846,0,0,0,0,-0.322432,0,0,-0.267815,0,mRNA - Conv
4,NHP29,0,0,-0.755839,0,0,0,0,0,0,0,0,0.560866,0,0,0,0,-0.282394,0,0,-0.932764,0,mRNA - Conv
5,NHP29,0,0,-1.01267,0,0,0,0,0,0,0,0,0.0557413,0,0,0,0,0.275829,0,0,-1.34502,0,mRNA - Conv
6,NHP29,0,0,-0.831536,0,0,0,0,0,0,0,0,-0.0321569,0,0,0,0,0.102842,0,0,-1.32884,0,mRNA - Conv
7,NHP29,0,0,-1.04468,0,0,0,0,0,0,0,0,-0.16541,0,0,0,0,0.0984147,0,0,0.956746,0,mRNA - Conv
8,NHP29,0,0,-0.929313,0,0,0,0,0,0,0,0,0.684556,0,0,0,0,-0.222087,0,0,0.933734,0,mRNA - Conv
9,NHP29,0,0,-0.488053,0,0,0,0,0,0,0,0,0.204158,0,0,0,0,0.101493,0,0,-1.55842,0,mRNA - Conv
10,NHP29,0,0,-0.289241,0,0,0,0,0,0,0,0,0.980557,0,0,0,0,-0.731527,0,0,1.3699,0,mRNA - Conv
1,NHP3,0,0,0.0505394,0,0,0,0,0,0,0,0,0.0637933,0,0,0,0,0.3111,0,0,1.30576,0,Naive
2,NHP3,0,0,-0.157349,0,0,0,0,0,0,0,0,0.726462,0,0,0,0,-0.114487,0,0,0.469289,0,Naive
3,NHP3,0,0,-0.127464,0,0,0,0,0,0,0,0,0.147976,0,0,0,0,0.164943,0,0,1.812,0,Naive
4,NHP3,0,0,-0.143618,0,0,0,0,0,0,0,0,0.116529,0,0,0,0,0.368545,0,0,0.783262,0,Naive
5,NHP3,0,0,0.0103873,0,0,0,0,0,0,0,0,0.62255,0,0,0,0,0.0839575,0,0,1.03793,0,Naive
6,NHP3,0,0,-0.163545,0,0,0,0,0,0,0,0,0.149142,0,0,0,0,0.150742,0,0,0.481711,0,Naive
7,NHP3,0,0,0.18969,0,0,0,0,0,0,0,0,0.538586,0,0,0,0,0.0931235,0,0,-0.286377,0,Naive
8,NHP3,0,0,-0.191839,0,0,0,0,0,0,0,0,0.678682,0,0,0,0,-0.137331,0,0,-2.38245,0,Naive
9,NHP3,0,0,-0.264054,0,0,0,0,0,0,0,0,0.496849,0,0,0,0,-0.480858,0,0,1.82267,0,Naive
10,NHP3,0,0,-0.287416,0,0,0,0,0,0,0,0,0.000950357,0,0,0,0,-0.65499,0,0,2.30722,0,Naive
1,NHP30,0,0,0.635811,0,0,0,0,0,0,0,0,-0.856516,0,0,0,0,-0.295128,0,0,-2.56761,0,CD40.PanCoV - Conv
2,NHP30,0,0,-0.140726,0,0,0,0,0,0,0,0,-0.834633,0,0,0,0,-0.722285,0,0,-1.55628,0,CD40.PanCoV - Conv
3,NHP30,0,0,0.0991033,0,0,0,0,0,0,0,0,-0.754394,0,0,0,0,-0.277133,0,0,-1.56842,0,CD40.PanCoV - Conv
4,NHP30,0,0,0.14098,0,0,0,0,0,0,0,0,-1.20936,0,0,0,0,-0.175981,0,0,-0.631852,0,CD40.PanCoV - Conv
5,NHP30,0,0,0.441057,0,0,0,0,0,0,0,0,-0.0915506,0,0,0,0,-1.29463,0,0,-2.56373,0,CD40.PanCoV - Conv
6,NHP30,0,0,0.0641114,0,0,0,0,0,0,0,0,-0.337043,0,0,0,0,-0.55015,0,0,-2.41684,0,CD40.PanCoV - Conv
7,NHP30,0,0,0.102586,0,0,0,0,0,0,0,0,-0.740664,0,0,0,0,-0.227019,0,0,-1.97759,0,CD40.PanCoV - Conv
8,NHP30,0,0,0.0489653,0,0,0,0,0,0,0,0,-0.569114,0,0,0,0,-0.672601,0,0,-1.81806,0,CD40.PanCoV - Conv
9,NHP30,0,0,0.526988,0,0,0,0,0,0,0,0,-0.104712,0,0,0,0,-0.629121,0,0,-2.97557,0,CD40.PanCoV - Conv
10,NHP30,0,0,0.625618,0,0,0,0,0,0,0,0,-0.691704,0,0,0,0,-0.29116,0,0,-3.40069,0,CD40.PanCoV - Conv
1,NHP31,0,0,0.727212,0,0,0,0,0,0,0,0,0.721519,0,0,0,0,0.125757,0,0,-0.797647,0,CD40.RBDv - Naive
2,NHP31,0,0,0.483757,0,0,0,0,0,0,0,0,0.566031,0,0,0,0,-0.67301,0,0,0.888715,0,CD40.RBDv - Naive
3,NHP31,0,0,0.228435,0,0,0,0,0,0,0,0,0.342333,0,0,0,0,-0.411705,0,0,0.870207,0,CD40.RBDv - Naive
4,NHP31,0,0,0.206547,0,0,0,0,0,0,0,0,0.217902,0,0,0,0,-0.445901,0,0,1.23877,0,CD40.RBDv - Naive
5,NHP31,0,0,-0.221102,0,0,0,0,0,0,0,0,-0.213767,0,0,0,0,0.171058,0,0,1.17546,0,CD40.RBDv - Naive
6,NHP31,0,0,0.200437,0,0,0,0,0,0,0,0,-0.533427,0,0,0,0,0.00566088,0,0,1.27579,0,CD40.RBDv - Naive
7,NHP31,0,0,0.0491334,0,0,0,0,0,0,0,0,-0.258897,0,0,0,0,0.116097,0,0,1.48612,0,CD40.RBDv - Naive
8,NHP31,0,0,0.453633,0,0,0,0,0,0,0,0,0.410142,0,0,0,0,-0.0694438,0,0,0.154752,0,CD40.RBDv - Naive
9,NHP31,0,0,0.918538,0,0,0,0,0,0,0,0,0.357488,0,0,0,0,-0.188994,0,0,-0.713446,0,CD40.RBDv - Naive
10,NHP31,0,0,0.228174,0,0,0,0,0,0,0,0,0.819746,0,0,0,0,-0.311789,0,0,0.408588,0,CD40.RBDv - Naive
1,NHP32,0,0,-0.266893,0,0,0,0,0,0,0,0,-0.341974,0,0,0,0,-0.53362,0,0,-0.649261,0,mRNA - Conv
2,NHP32,0,0,0.0079463,0,0,0,0,0,0,0,0,0.0808836,0,0,0,0,-0.867329,0,0,-0.257776,0,mRNA - Conv
3,NHP32,0,0,-0.382698,0,0,0,0,0,0,0,0,-0.40186,0,0,0,0,-0.499406,0,0,0.506935,0,mRNA - Conv
4,NHP32,0,0,0.0124223,0,0,0,0,0,0,0,0,-0.684659,0,0,0,0,-0.337795,0,0,-0.993166,0,mRNA - Conv
5,NHP32,0,0,-0.694395,0,0,0,0,0,0,0,0,-0.1925,0,0,0,0,-0.91223,0,0,-0.497791,0,mRNA - Conv
6,NHP32,0,0,0.188322,0,0,0,0,0,0,0,0,-0.882675,0,0,0,0,-0.363547,0,0,0.594206,0,mRNA - Conv
7,NHP32,0,0,-0.552976,0,0,0,0,0,0,0,0,-0.206197,0,0,0,0,-0.626291,0,0,-0.0233203,0,mRNA - Conv
8,NHP32,0,0,-0.704645,0,0,0,0,0,0,0,0,-0.335237,0,0,0,0,-0.51079,0,0,0.70065,0,mRNA - Conv
9,NHP32,0,0,-0.332292,0,0,0,0,0,0,0,0,0.00575457,0,0,0,0,-0.30102,0,0,0.301616,0,mRNA - Conv
10,NHP32,0,0,-0.499666,0,0,0,0,0,0,0,0,-0.24741,0,0,0,0,-0.467078,0,0,0.453964,0,mRNA - Conv
1,NHP33,0,0,0.421657,0,0,0,0,0,0,0,0,-0.101758,0,0,0,0,0.151044,0,0,-0.483526,0,Conv
2,NHP33,0,0,0.15879,0,0,0,0,0,0,0,0,0.265442,0,0,0,0,-0.200596,0,0,1.07287,0,Conv
3,NHP33,0,0,0.192608,0,0,0,0,0,0,0,0,0.469989,0,0,0,0,-0.376655,0,0,1.25605,0,Conv
4,NHP33,0,0,0.614859,0,0,0,0,0,0,0,0,0.511666,0,0,0,0,-0.088407,0,0,-1.15631,0,Conv
5,NHP33,0,0,0.480598,0,0,0,0,0,0,0,0,0.152616,0,0,0,0,0.0166305,0,0,0.112918,0,Conv
6,NHP33,0,0,-0.172355,0,0,0,0,0,0,0,0,0.311443,0,0,0,0,-0.54709,0,0,1.85762,0,Conv
7,NHP33,0,0,-0.354006,0,0,0,0,0,0,0,0,0.593008,0,0,0,0,-0.0821808,0,0,1.7536,0,Conv
8,NHP33,0,0,0.148286,0,0,0,0,0,0,0,0,0.724467,0,0,0,0,-0.328167,0,0,-0.791299,0,Conv
9,NHP33,0,0,0.396341,0,0,0,0,0,0,0,0,0.241834,0,0,0,0,-0.298062,0,0,-0.23273,0,Conv
10,NHP33,0,0,0.132265,0,0,0,0,0,0,0,0,0.385336,0,0,0,0,-0.533975,0,0,1.10623,0,Conv
1,NHP34,0,0,0.546763,0,0,0,0,0,0,0,0,-1.41945,0,0,0,0,-0.330156,0,0,-3.26105,0,CD40.RBDv - Conv
2,NHP34,0,0,0.0178594,0,0,0,0,0,0,0,0,-0.549409,0,0,0,0,-0.343235,0,0,-3.08518,0,CD40.RBDv - Conv
3,NHP34,0,0,-0.359931,0,0,0,0,0,0,0,0,-0.0125038,0,0,0,0,-0.510055,0,0,-2.6405,0,CD40.RBDv - Conv
4,NHP34,0,0,0.0834721,0,0,0,0,0,0,0,0,-0.188357,0,0,0,0,-0.572261,0,0,-2.93821,0,CD40.RBDv - Conv
5,NHP34,0,0,-0.179968,0,0,0,0,0,0,0,0,-0.56543,0,0,0,0,-0.075227,0,0,-3.31369,0,CD40.RBDv - Conv
6,NHP34,0,0,-0.0627654,0,0,0,0,0,0,0,0,-0.557017,0,0,0,0,0.0364244,0,0,-3.17713,0,CD40.RBDv - Conv
7,NHP34,0,0,0.0229419,0,0,0,0,0,0,0,0,-0.523066,0,0,0,0,-0.166,0,0,-2.87127,0,CD40.RBDv - Conv
8,NHP34,0,0,-0.128225,0,0,0,0,0,0,0,0,-0.665951,0,0,0,0,0.288158,0,0,-3.03692,0,CD40.RBDv - Conv
9,NHP34,0,0,-0.329968,0,0,0,0,0,0,0,0,-1.14033,0,0,0,0,0.143447,0,0,-2.56668,0,CD40.RBDv - Conv
10,NHP34,0,0,-0.177381,0,0,0,0,0,0,0,0,-0.861934,0,0,0,0,-0.184287,0,0,-2.4785,0,CD40.RBDv - Conv
1,NHP4,0,0,0.355974,0,0,0,0,0,0,0,0,0.513215,0,0,0,0,-0.0429004,0,0,-1.33985,0,CD40.RBDv - Conv
2,NHP4,0,0,-0.0965988,0,0,0,0,0,0,0,0,0.320905,0,0,0,0,-0.00262903,0,0,1.10073,0,CD40.RBDv - Conv
3,NHP4,0,0,-0.00914402,0,0,0,0,0,0,0,0,0.169499,0,0,0,0,0.0163778,0,0,2.28098,0,CD40.RBDv - Conv
4,NHP4,0,0,0.245347,0,0,0,0,0,0,0,0,0.381399,0,0,0,0,-0.122586,0,0,-0.45401,0,CD40.RBDv - Conv
5,NHP4,0,0,0.352359,0,0,0,0,0,0,0,0,0.532362,0,0,0,0,-0.0916632,0,0,0.0706806,0,CD40.RBDv - Conv
6,NHP4,0,0,0.726755,0,0,0,0,0,0,0,0,0.522149,0,0,0,0,0.231479,0,0,-1.57459,0,CD40.RBDv - Conv
7,NHP4,0,0,0.714551,0,0,0,0,0,0,0,0,0.449659,0,0,0,0,-0.18529,0,0,-0.0293352,0,CD40.RBDv - Conv
8,NHP4,0,0,0.692965,0,0,0,0,0,0,0,0,-0.590105,0,0,0,0,0.150005,0,0,0.227085,0,CD40.RBDv - Conv
9,NHP4,0,0,0.316193,0,0,0,0,0,0,0,0,0.0591464,0,0,0,0,-0.028021,0,0,-1.57868,0,CD40.RBDv - Conv
10,NHP4,0,0,0.44042,0,0,0,0,0,0,0,0,-0.928694,0,0,0,0,0.542523,0,0,1.05119,0,CD40.RBDv - Conv
1,NHP5,0,0,0.439114,0,0,0,0,0,0,0,0,0.497586,0,0,0,0,-0.293952,0,0,-0.397153,0,Conv
2,NHP5,0,0,-0.729118,0,0,0,0,0,0,0,0,-0.498676,0,0,0,0,0.160198,0,0,3.05508,0,Conv
3,NHP5,0,0,-0.68316,0,0,0,0,0,0,0,0,0.259159,0,0,0,0,-0.590524,0,0,3.25687,0,Conv
4,NHP5,0,0,-0.694864,0,0,0,0,0,0,0,0,0.572412,0,0,0,0,-0.297404,0,0,2.51246,0,Conv
5,NHP5,0,0,0.114824,0,0,0,0,0,0,0,0,0.162105,0,0,0,0,-0.38963,0,0,1.38442,0,Conv
6,NHP5,0,0,-0.726949,0,0,0,0,0,0,0,0,0.138559,0,0,0,0,-0.324636,0,0,2.81817,0,Conv
7,NHP5,0,0,-0.0464022,0,0,0,0,0,0,0,0,-0.301513,0,0,0,0,-0.342724,0,0,2.12706,0,Conv
8,NHP5,0,0,-0.0701445,0,0,0,0,0,0,0,0,0.200996,0,0,0,0,-0.058742,0,0,1.40568,0,Conv
9,NHP5,0,0,-0.449609,0,0,0,0,0,0,0,0,0.397703,0,0,0,0,-0.425702,0,0,2.44449,0,Conv
10,NHP5,0,0,-0.169855,0,0,0,0,0,0,0,0,0.15882,0,0,0,0,-0.15986,0,0,2.17063,0,Conv
1,NHP6,0,0,-0.354068,0,0,0,0,0,0,0,0,-1.26331,0,0,0,0,-0.0797729,0,0,0.548665,0,Conv
2,NHP6,0,0,-0.155186,0,0,0,0,0,0,0,0,-0.345068,0,0,0,0,-0.473097,0,0,-1.5929,0,Conv
3,NHP6,0,0,0.0834574,0,0,0,0,0,0,0,0,-1.21543,0,0,0,0,0.157104,0,0,-1.5042,0,Conv
4,NHP6,0,0,-0.0103015,0,0,0,0,0,0,0,0,-0.652538,0,0,0,0,-0.268485,0,0,-2.27928,0,Conv
5,NHP6,0,0,0.188675,0,0,0,0,0,0,0,0,-0.455271,0,0,0,0,-0.808689,0,0,-0.00783915,0,Conv
6,NHP6,0,0,0.175731,0,0,0,0,0,0,0,0,-0.660591,0,0,0,0,-0.812526,0,0,0.0361736,0,Conv
7,NHP6,0,0,-0.238925,0,0,0,0,0,0,0,0,0.131115,0,0,0,0,-0.441411,0,0,-0.0701509,0,Conv
8,NHP6,0,0,-0.138162,0,0,0,0,0,0,0,0,-0.79694,0,0,0,0,-0.53377,0,0,1.43573,0,Conv
9,NHP6,0,0,-0.524654,0,0,0,0,0,0,0,0,0.0412779,0,0,0,0,-0.741758,0,0,1.41342,0,Conv
10,NHP6,0,0,0.0464166,0,0,0,0,0,0,0,0,-0.603659,0,0,0,0,-0.532005,0,0,-0.152079,0,Conv
1,NHP7,0,0,-0.118394,0,0,0,0,0,0,0,0,-0.755181,0,0,0,0,0.263648,0,0,0.151634,0,mRNA - Conv
2,NHP7,0,0,0.146125,0,0,0,0,0,0,0,0,0.336954,0,0,0,0,-0.476757,0,0,0.325275,0,mRNA - Conv
3,NHP7,0,0,-0.0916444,0,0,0,0,0,0,0,0,0.34258,0,0,0,0,-0.700057,0,0,1.54519,0,mRNA - Conv
4,NHP7,0,0,-0.206284,0,0,0,0,0,0,0,0,-0.33885,0,0,0,0,0.0527798,0,0,1.11658,0,mRNA - Conv
5,NHP7,0,0,0.318095,0,0,0,0,0,0,0,0,-0.451678,0,0,0,0,0.269885,0,0,-0.843712,0,mRNA - Conv
6,NHP7,0,0,0.243488,0,0,0,0,0,0,0,0,0.181703,0,0,0,0,-0.298677,0,0,0.467577,0,mRNA - Conv
7,NHP7,0,0,-0.351363,0,0,0,0,0,0,0,0,0.368151,0,0,0,0,-0.520251,0,0,-0.563147,0,mRNA - Conv
8,NHP7,0,0,0.526407,0,0,0,0,0,0,0,0,-0.62342,0,0,0,0,0.333836,0,0,-0.571886,0,mRNA - Conv
9,NHP7,0,0,0.495559,0,0,0,0,0,0,0,0,-0.126121,0,0,0,0,-0.456296,0,0,-1.29994,0,mRNA - Conv
10,NHP7,0,0,-0.165261,0,0,0,0,0,0,0,0,0.390037,0,0,0,0,-0.277548,0,0,1.99835,0,mRNA - Conv
1,NHP8,0,0,0.613483,0,0,0,0,0,0,0,0,-0.695733,0,0,0,0,0.852317,0,0,-0.175712,0,mRNA - Conv
2,NHP8,0,0,-0.045159,0,0,0,0,0,0,0,0,0.636011,0,0,0,0,0.0244148,0,0,0.544207,0,mRNA - Conv
3,NHP8,0,0,0.135905,0,0,0,0,0,0,0,0,-0.121269,0,0,0,0,0.469169,0,0,2.78258,0,mRNA - Conv
4,NHP8,0,0,0.197714,0,0,0,0,0,0,0,0,-0.321285,0,0,0,0,1.09265,0,0,1.72335,0,mRNA - Conv
5,NHP8,0,0,-0.439993,0,0,0,0,0,0,0,0,0.46208,0,0,0,0,0.0151636,0,0,0.734104,0,mRNA - Conv
6,NHP8,0,0,0.410952,0,0,0,0,0,0,0,0,0.641189,0,0,0,0,0.0908001,0,0,3.09483,0,mRNA - Conv
7,NHP8,0,0,0.732435,0,0,0,0,0,0,0,0,-0.309547,0,0,0,0,1.25991,0,0,2.6601,0,mRNA - Conv
8,NHP8,0,0,-0.475053,0,0,0,0,0,0,0,0,0.273132,0,0,0,0,0.000635119,0,0,0.556841,0,mRNA - Conv
9,NHP8,0,0,0.119759,0,0,0,0,0,0,0,0,0.21588,0,0,0,0,0.349497,0,0,0.603599,0,mRNA - Conv
10,NHP8,0,0,0.0573174,0,0,0,0,0,0,0,0,0.0554014,0,0,0,0,0.709632,0,0,1.01476,0,mRNA - Conv
1,NHP9,0,0,-0.128288,0,0,0,0,0,0,0,0,0.0183983,0,0,0,0,0.475983,0,0,-0.574635,0,CD40.RBDv - Naive
2,NHP9,0,0,-0.334593,0,0,0,0,0,0,0,0,0.883659,0,0,0,0,0.198689,0,0,-1.32438,0,CD40.RBDv - Naive
3,NHP9,0,0,-0.0981873,0,0,0,0,0,0,0,0,0.103671,0,0,0,0,0.720808,0,0,-1.37623,0,CD40.RBDv - Naive
4,NHP9,0,0,-0.174409,0,0,0,0,0,0,0,0,0.0386914,0,0,0,0,0.374082,0,0,-0.933673,0,CD40.RBDv - Naive
5,NHP9,0,0,-0.309256,0,0,0,0,0,0,0,0,0.0504514,0,0,0,0,0.248464,0,0,-0.801384,0,CD40.RBDv - Naive
6,NHP9,0,0,-0.535467,0,0,0,0,0,0,0,0,0.326434,0,0,0,0,0.162324,0,0,-2.73121,0,CD40.RBDv - Naive
7,NHP9,0,0,-0.194521,0,0,0,0,0,0,0,0,0.529455,0,0,0,0,-0.0724842,0,0,-0.799315,0,CD40.RBDv - Naive
8,NHP9,0,0,-0.18074,0,0,0,0,0,0,0,0,-0.0531363,0,0,0,0,-0.0081248,0,0,0.0634555,0,CD40.RBDv - Naive
9,NHP9,0,0,-0.231339,0,0,0,0,0,0,0,0,0.100377,0,0,0,0,0.0880629,0,0,-0.332697,0,CD40.RBDv - Naive
10,NHP9,0,0,-0.255609,0,0,0,0,0,0,0,0,0.512346,0,0,0,0,0.462699,0,0,-1.10087,0,CD40.RBDv - Naive
